,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,pri_genres,sec_genres
2013,GAME,4.7,48615,24,10000000,0,0,Everyone,Simulation;Action & Adventure,Simulation,Action & Adventure
2014,FAMILY,4.5,470694,37,50000000,0,0,Everyone,Entertainment;Music & Video,Entertainment,Music & Video
2015,FAMILY,4.4,42145,20,10000000,0,0,Everyone,Casual;Brain Games,Casual,Brain Games
2016,FAMILY,4.5,4449910,67,100000000,0,0,Everyone 10+,Adventure;Action & Adventure,Adventure,Action & Adventure
2017,FAMILY,4.4,14774,19,1000000,0,0,Everyone,Casual;Brain Games,Casual,Brain Games
2018,FAMILY,4.4,12753,51,5000000,0,0,Everyone,Educational;Creativity,Educational,Creativity
2019,FAMILY,4.5,33983,22,5000000,0,0,Everyone,Puzzle;Brain Games,Puzzle,Brain Games
2020,FAMILY,4.6,20267,46,1000000,0,0,Everyone,Educational;Education,Educational,Education
2021,FAMILY,4.5,5761,21,1000000,0,0,Everyone,Casual;Brain Games,Casual,Brain Games
2022,FAMILY,4.3,11618,39,5000000,0,0,Everyone,Educational;Education,Educational,Education
2023,FAMILY,4.7,12948,23,1000000,0,0,Everyone,Casual;Brain Games,Casual,Brain Games
2024,FAMILY,4.4,685,26,100000,0,0,Everyone,Card;Brain Games,Card,Brain Games
2025,FAMILY,4.5,9779,39,5000000,0,0,Everyone,Education;Creativity,Education,Creativity
2026,FAMILY,4.2,369378,24,50000000,0,0,Everyone,Casual;Pretend Play,Casual,Pretend Play
2027,FAMILY,4.5,11436,15,1000000,0,0,Everyone,Casual;Brain Games,Casual,Brain Games
2028,FAMILY,4.5,2150,20,500000,0,0,Everyone,Casual;Brain Games,Casual,Brain Games
2029,FAMILY,4.7,48615,24,10000000,0,0,Everyone,Simulation;Action & Adventure,Simulation,Action & Adventure
2030,FAMILY,4.4,382,44,500000,0,0,Everyone,Education;Creativity,Education,Creativity
2031,FAMILY,4.3,24936,38,5000000,0,0,Everyone,Educational;Education,Educational,Education
2032,FAMILY,4.6,1109,52,1000000,0,0,Everyone,Educational;Brain Games,Educational,Brain Games
2033,FAMILY,3.9,974,14,500000,0,0,Everyone,Art & Design;Pretend Play,Art & Design,Pretend Play
2034,FAMILY,4.2,108795,49,10000000,0,0,Everyone,Educational;Pretend Play,Educational,Pretend Play
2035,FAMILY,4.5,1455,8.9,500000,0,0,Everyone,Education;Education,Education,Education
2036,FAMILY,4.3,1024,37,1000000,0,0,Everyone,Educational;Education,Educational,Education
2037,FAMILY,4.5,1014822,56,50000000,0,0,Everyone,Educational;Pretend Play,Educational,Pretend Play
2038,FAMILY,4.4,86961,99,10000000,0,0,Everyone,Casual;Action & Adventure,Casual,Action & Adventure
2039,FAMILY,4.4,7320,10,1000000,0,0,Everyone,Entertainment;Education,Entertainment,Education
2040,FAMILY,4.8,269194,6.9,10000000,0,0,Everyone,Entertainment;Brain Games,Entertainment,Brain Games
2041,FAMILY,4.4,59843,20,5000000,0,0,Everyone,Puzzle;Brain Games,Puzzle,Brain Games
2042,FAMILY,4.4,18616,10,1000000,0,0,Everyone,Casual;Education,Casual,Education
2043,FAMILY,4.3,11950,19,5000000,0,0,Everyone,Educational;Education,Educational,Education
2044,FAMILY,4.6,4289,33,500000,0,0,Everyone,Casual;Brain Games,Casual,Brain Games
2045,FAMILY,4.1,68286,85,10000000,0,0,Everyone,Casual;Creativity,Casual,Creativity
2046,FAMILY,4.5,11716,48,1000000,0,0,Everyone,Casual;Brain Games,Casual,Brain Games
2047,FAMILY,4.5,3323,9.6,1000000,0,0,Everyone,Casual;Pretend Play,Casual,Pretend Play
2048,FAMILY,4.5,36606,37,10000000,0,0,Everyone,Educational;Education,Educational,Education
2049,FAMILY,4,328619,15,10000000,0,0,Everyone,Casual;Creativity,Casual,Creativity
2050,FAMILY,4.5,10216997,37,100000000,0,0,Everyone 10+,Casual;Action & Adventure,Casual,Action & Adventure
2051,FAMILY,4.6,46741,50,10000000,0,0,Everyone,Music;Music & Video,Music,Music & Video
2052,FAMILY,4.5,530854,51,10000000,0,0,Everyone,Simulation;Action & Adventure,Simulation,Action & Adventure
2053,FAMILY,4.5,7050,24,1000000,0,0,Everyone,Educational;Education,Educational,Education
2054,FAMILY,4.5,235906,13,10000000,0,0,Everyone,Entertainment;Brain Games,Entertainment,Brain Games
2055,FAMILY,4.4,17753,16,1000000,0,0,Everyone,Casual;Brain Games,Casual,Brain Games
2056,FAMILY,4.7,6294400,37,100000000,0,0,Everyone,Education;Education,Education,Education
2057,FAMILY,4.5,520609,37,10000000,0,0,Everyone,Racing;Action & Adventure,Racing,Action & Adventure
2058,FAMILY,4.5,432,63,100000,0,0,Everyone 10+,Educational;Education,Educational,Education
2059,FAMILY,4.2,32029,15,5000000,0,0,Everyone,Casual;Pretend Play,Casual,Pretend Play
2060,FAMILY,4.3,4207,26,100000,0,0,Everyone,Music;Music & Video,Music,Music & Video
2061,FAMILY,4.5,64,81,10000,0,0,Everyone,Educational;Education,Educational,Education
2062,FAMILY,4.2,96,79,5000,1,3.99,Everyone,Educational;Creativity,Educational,Creativity
2063,FAMILY,4.3,82471,37,5000000,0,0,Everyone,Entertainment;Music & Video,Entertainment,Music & Video
2064,FAMILY,4.4,496,94,100000,0,0,Everyone,Education;Education,Education,Education
2065,FAMILY,4.6,20267,46,1000000,0,0,Everyone,Educational;Education,Educational,Education
2066,FAMILY,4.6,29436,43,1000000,0,0,Everyone,Educational;Education,Educational,Education
2067,FAMILY,4.5,19230,45,5000000,0,0,Everyone,Educational;Brain Games,Educational,Brain Games
2068,FAMILY,4.2,11126,91,1000000,0,0,Everyone,Educational;Pretend Play,Educational,Pretend Play
2069,FAMILY,4.5,23671,91,1000000,0,0,Everyone,Arcade;Pretend Play,Arcade,Pretend Play
2070,FAMILY,4.6,9652,53,1000000,0,0,Everyone,Educational;Education,Educational,Education
2071,FAMILY,4.6,9626,28,1000000,0,0,Everyone,Action;Action & Adventure,Action,Action & Adventure
2072,FAMILY,4.1,29319,26,5000000,0,0,Everyone,Casual;Action & Adventure,Casual,Action & Adventure
2073,FAMILY,4.5,1791,56,500000,0,0,Everyone,Education;Education,Education,Education
2074,FAMILY,4.6,9199,80,500000,0,0,Everyone,Puzzle;Brain Games,Puzzle,Brain Games
2075,FAMILY,4.6,14014,60,1000000,0,0,Everyone,Education;Education,Education,Education
2076,FAMILY,4.5,110877,37,1000000,0,0,Everyone 10+,Casual;Action & Adventure,Casual,Action & Adventure
2077,FAMILY,4.3,160,67,50000,0,0,Everyone,Education;Education,Education,Education
2078,FAMILY,3.8,10366,78,1000000,0,0,Everyone,Education;Pretend Play,Education,Pretend Play
2079,FAMILY,4.5,47644,27,1000000,0,0,Everyone,Adventure;Action & Adventure,Adventure,Action & Adventure
2080,FAMILY,4.1,530792,37,10000000,0,0,Everyone,Role Playing;Action & Adventure,Role Playing,Action & Adventure
2081,FAMILY,4.8,12137,63,100000,0,0,Everyone 10+,Simulation;Pretend Play,Simulation,Pretend Play
2082,FAMILY,3.9,237,26,100000,0,0,Everyone,Education;Education,Education,Education
2083,FAMILY,4.5,6404,46,500000,0,0,Everyone,Educational;Brain Games,Educational,Brain Games
2084,FAMILY,4.4,6356,83,500000,0,0,Everyone,Puzzle;Creativity,Puzzle,Creativity
2085,FAMILY,4.3,169,60,5000,1,2.99,Everyone,Educational;Pretend Play,Educational,Pretend Play
2086,FAMILY,4.2,8,44,1000,1,3.99,Everyone,Education;Pretend Play,Education,Pretend Play
2087,FAMILY,3,2,82,500,1,2.99,Everyone,Educational;Creativity,Educational,Creativity
2088,FAMILY,4.5,4450855,67,100000000,0,0,Everyone 10+,Adventure;Action & Adventure,Adventure,Action & Adventure
2089,FAMILY,4.4,86961,99,10000000,0,0,Everyone,Casual;Action & Adventure,Casual,Action & Adventure
2090,FAMILY,4.5,10216997,37,100000000,0,0,Everyone 10+,Casual;Action & Adventure,Casual,Action & Adventure
2091,FAMILY,4.7,48701,24,10000000,0,0,Everyone,Simulation;Action & Adventure,Simulation,Action & Adventure
2092,FAMILY,4.1,15246,78,1000000,0,0,Everyone,Simulation;Action & Adventure,Simulation,Action & Adventure
2093,FAMILY,4.5,520654,37,10000000,0,0,Everyone,Racing;Action & Adventure,Racing,Action & Adventure
2094,FAMILY,4.5,4076,37,100000,0,0,Everyone,Sports;Action & Adventure,Sports,Action & Adventure
2095,FAMILY,4.5,530904,51,10000000,0,0,Everyone,Simulation;Action & Adventure,Simulation,Action & Adventure
2096,FAMILY,4.6,106750,94,1000000,0,0,Everyone,Simulation;Action & Adventure,Simulation,Action & Adventure
2097,FAMILY,4.3,33785,16,5000000,0,0,Everyone,Casual;Action & Adventure,Casual,Action & Adventure
2098,FAMILY,4.3,4207,93,500000,0,0,Everyone,Racing;Action & Adventure,Racing,Action & Adventure
2099,FAMILY,4.5,58795,77,10000000,0,0,Everyone,Racing;Action & Adventure,Racing,Action & Adventure
2100,FAMILY,4.2,3235,32,1000000,0,0,Everyone,Educational;Action & Adventure,Educational,Action & Adventure
2101,FAMILY,4.2,47031,58,1000000,0,0,Everyone,Simulation;Action & Adventure,Simulation,Action & Adventure
2102,FAMILY,4.4,131,48,100000,0,0,Everyone,Racing;Action & Adventure,Racing,Action & Adventure
2103,FAMILY,4.5,114,69,50000,0,0,Everyone,Racing;Action & Adventure,Racing,Action & Adventure
2104,FAMILY,4.1,673203,73,50000000,0,0,Everyone,Educational;Action & Adventure,Educational,Action & Adventure
2105,FAMILY,4.2,2178,99,500000,0,0,Everyone,Racing;Action & Adventure,Racing,Action & Adventure
2106,FAMILY,4.1,175625,16,10000000,0,0,Everyone,Racing;Action & Adventure,Racing,Action & Adventure
2107,FAMILY,4.7,8508,54,500000,0,0,Everyone 10+,Arcade;Action & Adventure,Arcade,Action & Adventure
2108,FAMILY,4.3,3484,56,1000000,0,0,Everyone,Entertainment;Action & Adventure,Entertainment,Action & Adventure
2109,FAMILY,4.4,379415,68,10000000,0,0,Everyone,Casual;Action & Adventure,Casual,Action & Adventure
2110,FAMILY,4.4,19245,25,1000000,0,0,Everyone,Casual;Action & Adventure,Casual,Action & Adventure
2111,FAMILY,0,65,7,100000,0,0,Everyone,Art & Design;Action & Adventure,Art & Design,Action & Adventure
2112,FAMILY,4.3,24877,54,5000000,0,0,Everyone,Puzzle;Action & Adventure,Puzzle,Action & Adventure
2113,FAMILY,4.4,765,51,1000000,0,0,Everyone,Education;Action & Adventure,Education,Action & Adventure
2114,FAMILY,4.3,10088,37,1000000,0,0,Everyone,Casual;Action & Adventure,Casual,Action & Adventure
2115,FAMILY,4.3,525552,48,10000000,0,0,Everyone,Action;Action & Adventure,Action,Action & Adventure
2116,FAMILY,4.2,3762,44,1000000,0,0,Everyone,Education;Action & Adventure,Education,Action & Adventure
2117,FAMILY,4.2,141363,8.7,10000000,0,0,Everyone,Casual;Action & Adventure,Casual,Action & Adventure
2118,FAMILY,4.3,472584,91,10000000,0,0,Everyone,Simulation;Action & Adventure,Simulation,Action & Adventure
2119,FAMILY,4.3,1329192,97,50000000,0,0,Everyone,Racing;Action & Adventure,Racing,Action & Adventure
2120,FAMILY,4.1,148295,26,10000000,0,0,Everyone,Casual;Action & Adventure,Casual,Action & Adventure
2121,FAMILY,4.2,41273,16,5000000,0,0,Everyone,Adventure;Action & Adventure,Adventure,Action & Adventure
2122,FAMILY,4.5,278,37,100000,0,0,Everyone,Racing;Action & Adventure,Racing,Action & Adventure
2123,FAMILY,4.3,392596,53,10000000,0,0,Everyone,Role Playing;Action & Adventure,Role Playing,Action & Adventure
2124,FAMILY,4.3,43060,95,5000000,0,0,Everyone,Action;Action & Adventure,Action,Action & Adventure
2125,FAMILY,4.5,514088,83,10000000,0,0,Everyone,Arcade;Action & Adventure,Arcade,Action & Adventure
2126,FAMILY,4.1,41867,78,1000000,0,0,Everyone,Racing;Action & Adventure,Racing,Action & Adventure
2127,FAMILY,4.5,1014846,56,50000000,0,0,Everyone,Educational;Pretend Play,Educational,Pretend Play
2128,FAMILY,4.2,23060,21,1000000,0,0,Everyone,Educational;Education,Educational,Education
2129,FAMILY,4.4,112080,26,10000000,0,0,Everyone,Casual;Pretend Play,Casual,Pretend Play
2130,FAMILY,4,15489,60,1000000,0,0,Everyone,Casual;Pretend Play,Casual,Pretend Play
2131,FAMILY,4.1,51895,22,10000000,0,0,Everyone,Educational;Brain Games,Educational,Brain Games
2132,FAMILY,4.3,43060,95,5000000,0,0,Everyone,Action;Action & Adventure,Action,Action & Adventure
2133,FAMILY,4.3,525552,48,10000000,0,0,Everyone,Action;Action & Adventure,Action,Action & Adventure
2134,FAMILY,4.4,623398,58,10000000,0,0,Everyone,Puzzle;Brain Games,Puzzle,Brain Games
2135,FAMILY,4.3,472584,91,10000000,0,0,Everyone,Simulation;Action & Adventure,Simulation,Action & Adventure
2136,FAMILY,4.1,66661,22,5000000,0,0,Everyone,Casual;Pretend Play,Casual,Pretend Play
2137,FAMILY,4,10447,36,1000000,0,0,Everyone,Simulation;Action & Adventure,Simulation,Action & Adventure
2138,FAMILY,4.3,1574197,37,50000000,0,0,Everyone,Puzzle;Action & Adventure,Puzzle,Action & Adventure
2139,FAMILY,4.6,19170,70,1000000,0,0,Everyone,Strategy;Action & Adventure,Strategy,Action & Adventure
2140,FAMILY,4.3,169609,34,10000000,0,0,Everyone,Arcade;Action & Adventure,Arcade,Action & Adventure
2141,FAMILY,4.7,6188,49,500000,0,0,Everyone 10+,Entertainment;Music & Video,Entertainment,Music & Video
2142,FAMILY,4.3,1369,9.8,500000,0,0,Everyone,Music & Audio;Music & Video,Music & Audio,Music & Video
2143,FAMILY,4.4,2952,37,500000,0,0,Everyone,Education;Education,Education,Education
2144,FAMILY,4.2,731,37,100000,0,0,Everyone,Educational;Education,Educational,Education
2145,FAMILY,4.7,9856,55,100000,0,0,Everyone,Health & Fitness;Education,Health & Fitness,Education
2146,FAMILY,3.9,10753,84,1000000,0,0,Everyone,Educational;Education,Educational,Education
2147,FAMILY,4.1,154,16,10000,0,0,Everyone,Educational;Education,Educational,Education
2148,FAMILY,4.1,288523,92,10000000,0,0,Everyone,Adventure;Education,Adventure,Education
2149,FAMILY,4.1,4522,57,500000,0,0,Everyone,Educational;Education,Educational,Education
2150,FAMILY,4.2,3328,37,100000,1,3.99,Everyone,Education;Creativity,Education,Creativity
2151,FAMILY,4.7,31100,24,500000,1,3.99,Everyone,Education;Pretend Play,Education,Pretend Play
2152,FAMILY,4.4,854,6.9,10000,1,4.99,Everyone,Casual;Pretend Play,Casual,Pretend Play
2153,FAMILY,4.3,560,44,10000,1,3.99,Everyone,Casual;Education,Casual,Education
2154,FAMILY,4.5,197,11,1000,1,2.99,Everyone,Casual;Action & Adventure,Casual,Action & Adventure
2155,FAMILY,4.3,63186,16,10000000,0,0,Everyone,Puzzle;Brain Games,Puzzle,Brain Games
2156,FAMILY,4.3,23772,17,5000000,0,0,Everyone,Board;Brain Games,Board,Brain Games
2157,FAMILY,4.1,6007,18,1000000,0,0,Everyone,Board;Action & Adventure,Board,Action & Adventure
2158,FAMILY,4.1,2903,16,1000000,0,0,Everyone,Board;Brain Games,Board,Brain Games
2159,FAMILY,4.1,3617,19,1000000,0,0,Everyone,Board;Brain Games,Board,Brain Games
2160,FAMILY,4.6,3063,1.6,100000,0,0,Everyone,Board;Brain Games,Board,Brain Games
2161,FAMILY,4.1,3234,47,100000,0,0,Everyone,Puzzle;Brain Games,Puzzle,Brain Games
2162,FAMILY,4.4,276,16,50000,0,0,Everyone,Puzzle;Brain Games,Puzzle,Brain Games
2163,FAMILY,4.4,1595,14,500000,0,0,Everyone,Puzzle;Brain Games,Puzzle,Brain Games
2164,FAMILY,4.3,879,37,100000,0,0,Everyone,Board;Brain Games,Board,Brain Games
2165,FAMILY,4,68559,75,5000000,0,0,Everyone,Board;Action & Adventure,Board,Action & Adventure
2166,FAMILY,4.8,61,25,1000,0,0,Everyone,Casual;Brain Games,Casual,Brain Games
2167,FAMILY,3.8,1123,5.7,100000,0,0,Everyone,Board;Brain Games,Board,Brain Games
2168,FAMILY,4.7,30,37,1000,1,7.49,Everyone,Educational;Education,Educational,Education
2169,FAMILY,4.5,566,17,50000,0,0,Everyone,Board;Brain Games,Board,Brain Games
2170,FAMILY,4.8,97,3.5,1000,1,2.99,Everyone,Board;Brain Games,Board,Brain Games
2171,FAMILY,4.4,38,16,100,1,0.99,Everyone,Board;Brain Games,Board,Brain Games
2172,FAMILY,4.8,4,42,100,1,0.99,Everyone,Board;Pretend Play,Board,Pretend Play
2173,FAMILY,4.2,38,47,1000,1,0.99,Everyone,Casual;Pretend Play,Casual,Pretend Play
2174,FAMILY,4.2,214,67,5000,1,4.99,Everyone,Board;Brain Games,Board,Brain Games
2175,FAMILY,4,248,26,5000,1,2.99,Everyone,Board;Action & Adventure,Board,Action & Adventure
2176,FAMILY,4.7,185,72,1000,1,4.99,Everyone,Board;Brain Games,Board,Brain Games
2177,FAMILY,4.7,2195,37,10000,1,2.99,Everyone,Board;Brain Games,Board,Brain Games
2178,FAMILY,3.9,1615,1.2,10000,1,4.99,Everyone,Board;Brain Games,Board,Brain Games
2179,FAMILY,4.5,359,17,5000,1,4.99,Everyone,Board;Brain Games,Board,Brain Games
2180,FAMILY,4.1,38021,19,10000000,0,0,Everyone,Casual;Music & Video,Casual,Music & Video
2181,FAMILY,4.4,6190,23,1000000,0,0,Everyone,Educational;Education,Educational,Education
2182,FAMILY,3.9,6903,25,1000000,0,0,Everyone,Educational;Pretend Play,Educational,Pretend Play
2183,FAMILY,4.4,13155,83,1000000,0,0,Everyone,Education;Pretend Play,Education,Pretend Play
2184,FAMILY,4.4,496,94,100000,0,0,Everyone,Education;Education,Education,Education
2185,FAMILY,3.6,418,97,100000,0,0,Everyone,Educational;Education,Educational,Education
2186,FAMILY,4.4,1160,37,100000,0,0,Everyone,Education;Music & Video,Education,Music & Video
2187,FAMILY,4.1,59917,92,5000000,0,0,Everyone,Education;Pretend Play,Education,Pretend Play
2188,FAMILY,3.6,1042,48,100000,0,0,Everyone,Role Playing;Pretend Play,Role Playing,Pretend Play
2189,FAMILY,4.6,73,12,1000,1,2.99,Everyone,Education;Pretend Play,Education,Pretend Play
2190,FAMILY,4.3,382,15,10000,1,2.99,Everyone,Education;Action & Adventure,Education,Action & Adventure
2191,FAMILY,4.5,253,83,10000,1,3.99,Everyone,Education;Pretend Play,Education,Pretend Play
2192,FAMILY,4.4,3396,9.5,50000,1,3.99,Everyone,Casual;Pretend Play,Casual,Pretend Play
2193,FAMILY,4.1,38021,19,10000000,0,0,Everyone,Casual;Music & Video,Casual,Music & Video
2194,FAMILY,4.4,6190,23,1000000,0,0,Everyone,Educational;Education,Educational,Education
2195,FAMILY,3.9,6903,25,1000000,0,0,Everyone,Educational;Pretend Play,Educational,Pretend Play
2196,FAMILY,4.4,13155,83,1000000,0,0,Everyone,Education;Pretend Play,Education,Pretend Play
2197,FAMILY,4.4,496,94,100000,0,0,Everyone,Education;Education,Education,Education
2198,FAMILY,3.6,418,97,100000,0,0,Everyone,Educational;Education,Educational,Education
2199,FAMILY,4.4,1160,37,100000,0,0,Everyone,Education;Music & Video,Education,Music & Video
2200,FAMILY,4.1,59917,92,5000000,0,0,Everyone,Education;Pretend Play,Education,Pretend Play
2201,FAMILY,3.6,1042,48,100000,0,0,Everyone,Role Playing;Pretend Play,Role Playing,Pretend Play
2202,FAMILY,4.6,73,12,1000,1,2.99,Everyone,Education;Pretend Play,Education,Pretend Play
2203,FAMILY,4.3,382,15,10000,1,2.99,Everyone,Education;Action & Adventure,Education,Action & Adventure
2204,FAMILY,4.5,253,83,10000,1,3.99,Everyone,Education;Pretend Play,Education,Pretend Play
2205,FAMILY,4.4,3396,9.5,50000,1,3.99,Everyone,Casual;Pretend Play,Casual,Pretend Play
2206,FAMILY,4.5,4450890,67,100000000,0,0,Everyone 10+,Adventure;Action & Adventure,Adventure,Action & Adventure
2207,FAMILY,4.1,182173,37,10000000,0,0,Everyone,Entertainment;Music & Video,Entertainment,Music & Video
2208,FAMILY,4.5,470713,37,50000000,0,0,Everyone,Entertainment;Music & Video,Entertainment,Music & Video
2209,FAMILY,4.1,59729,37,10000000,0,0,Everyone,Racing;Action & Adventure,Racing,Action & Adventure
2210,FAMILY,3.9,133117,63,5000000,0,0,Everyone,Casual;Pretend Play,Casual,Pretend Play
2211,FAMILY,4.2,108795,49,10000000,0,0,Everyone,Educational;Pretend Play,Educational,Pretend Play
2212,FAMILY,4.1,47213,14,5000000,0,0,Everyone,Entertainment;Pretend Play,Entertainment,Pretend Play
2213,FAMILY,3.9,95537,58,10000000,0,0,Everyone,Educational;Education,Educational,Education
2214,FAMILY,4.1,66660,22,5000000,0,0,Everyone,Casual;Pretend Play,Casual,Pretend Play
2215,FAMILY,4.2,51838,15,5000000,0,0,Everyone,Casual;Creativity,Casual,Creativity
2216,FAMILY,4.7,6294397,37,100000000,0,0,Everyone,Education;Education,Education,Education
2217,FAMILY,3.8,36028,50,5000000,0,0,Everyone,Educational;Education,Educational,Education
2218,FAMILY,4.3,528745,59,10000000,0,0,Everyone,Educational;Pretend Play,Educational,Pretend Play
2219,FAMILY,4.3,169609,34,10000000,0,0,Everyone,Arcade;Action & Adventure,Arcade,Action & Adventure
2220,FAMILY,4.3,82471,37,5000000,0,0,Everyone,Entertainment;Music & Video,Entertainment,Music & Video
2221,FAMILY,3.9,44062,54,1000000,0,0,Everyone,Casual;Pretend Play,Casual,Pretend Play
2222,FAMILY,4.3,392596,53,10000000,0,0,Everyone,Role Playing;Action & Adventure,Role Playing,Action & Adventure
2223,FAMILY,4,79667,37,10000000,0,0,Everyone,Racing;Action & Adventure,Racing,Action & Adventure
2224,FAMILY,4,20763,37,5000000,0,0,Everyone,Educational;Education,Educational,Education
2225,FAMILY,4.3,1574204,37,50000000,0,0,Everyone,Puzzle;Action & Adventure,Puzzle,Action & Adventure
2226,FAMILY,4.2,123322,25,10000000,0,0,Everyone 10+,Entertainment;Music & Video,Entertainment,Music & Video
2227,FAMILY,4.1,29319,26,5000000,0,0,Everyone,Casual;Action & Adventure,Casual,Action & Adventure
2228,FAMILY,4,8126,61,1000000,0,0,Everyone,Entertainment;Brain Games,Entertainment,Brain Games
2229,FAMILY,4.4,623398,58,10000000,0,0,Everyone,Puzzle;Brain Games,Puzzle,Brain Games
2230,FAMILY,4.3,50887,91,5000000,0,0,Everyone,Education;Education,Education,Education
2231,FAMILY,4.3,63160,17,1000000,0,0,Everyone,Simulation;Pretend Play,Simulation,Pretend Play
2232,FAMILY,4.4,13155,83,1000000,0,0,Everyone,Education;Pretend Play,Education,Pretend Play
2233,FAMILY,4.2,28737,17,1000000,0,0,Everyone,Casual;Action & Adventure,Casual,Action & Adventure
2234,FAMILY,4.1,530792,37,10000000,0,0,Everyone,Role Playing;Action & Adventure,Role Playing,Action & Adventure
2235,FAMILY,4.3,45579,64,1000000,0,0,Everyone,Arcade;Action & Adventure,Arcade,Action & Adventure
2236,FAMILY,4.2,19720,41,1000000,0,0,Everyone,Education;Education,Education,Education
2237,FAMILY,4.6,361970,58,5000000,0,0,Everyone,Casual;Pretend Play,Casual,Pretend Play
2238,FAMILY,4.1,159619,23,5000000,0,0,Everyone,Video Players & Editors;Creativity,Video Players & Editors,Creativity
2239,FAMILY,4.5,354384,71,10000000,0,0,Everyone,Racing;Action & Adventure,Racing,Action & Adventure
2240,FAMILY,4.4,272321,37,10000000,0,0,Everyone,Education;Brain Games,Education,Brain Games
2241,FAMILY,4.5,2376564,37,10000000,1,6.99,Everyone 10+,Arcade;Action & Adventure,Arcade,Action & Adventure
2242,FAMILY,4.3,129603,23,1000000,1,2.99,Everyone 10+,Card;Action & Adventure,Card,Action & Adventure
2243,MEDICAL,4.2,1135,12,100000,1,9,Everyone,Medical,Medical,Medical
2244,MEDICAL,4.4,578,704,10000,1,0.99,Everyone,Medical,Medical,Medical
2245,MEDICAL,4.6,129,2.9,10000,1,5.49,Everyone,Medical,Medical,Medical
2246,MEDICAL,4.5,63,25,10000,1,9.99,Everyone,Medical,Medical,Medical
2247,MEDICAL,4.8,216,37,10000,1,6.99,Everyone,Medical,Medical,Medical
2248,MEDICAL,4.5,171,20,10000,1,10,Everyone 10+,Medical,Medical,Medical
2249,MEDICAL,3.2,45,21,5000,1,3.99,Everyone,Medical,Medical,Medical
2250,MEDICAL,4.6,717,5.4,5000,1,5.99,Everyone,Medical,Medical,Medical
2251,MEDICAL,4.5,2921,25,100000,1,24.99,Everyone,Medical,Medical,Medical
2252,MEDICAL,4.1,1533,42,50000,1,11.99,Mature 17+,Medical,Medical,Medical
2253,MEDICAL,4.6,92,32,1000,1,79.99,Everyone,Medical,Medical,Medical
2254,MEDICAL,4.5,199,1.8,10000,1,11.99,Everyone,Medical,Medical,Medical
2255,MEDICAL,4.4,1361,33,50000,1,2.99,Everyone,Medical,Medical,Medical
2256,MEDICAL,4.4,12,3.8,1000,1,16.99,Everyone,Medical,Medical,Medical
2257,MEDICAL,4.4,15,5.8,1000,1,3.99,Everyone,Medical,Medical,Medical
2258,MEDICAL,3.8,206,9.5,10000,1,2.99,Everyone,Medical,Medical,Medical
2259,MEDICAL,4.6,395,19,1000,1,9.99,Everyone,Medical,Medical,Medical
2260,MEDICAL,2.5,79,37,1000,1,3.99,Everyone,Medical,Medical,Medical
2261,MEDICAL,4,15,5,1000,1,14.99,Everyone,Medical,Medical,Medical
2262,MEDICAL,5,3,23,100,1,2.99,Everyone,Medical,Medical,Medical
2263,MEDICAL,4.3,35,862,5000,1,3.99,Everyone,Medical,Medical,Medical
2264,MEDICAL,3.4,77,9.9,5000,1,2.99,Everyone,Medical,Medical,Medical
2265,MEDICAL,0,3,24,500,1,1,Everyone,Medical,Medical,Medical
2266,MEDICAL,3.4,51,2.4,1000,1,29.99,Everyone,Medical,Medical,Medical
2267,MEDICAL,4.3,214,899,10000,1,2.99,Everyone,Medical,Medical,Medical
2268,MEDICAL,4.4,104,38,1000,1,2.99,Teen,Medical,Medical,Medical
2269,MEDICAL,4.4,8,6.5,100,1,12.99,Everyone,Medical,Medical,Medical
2270,MEDICAL,4.2,45,14,1000,1,4.99,Everyone,Medical,Medical,Medical
2271,MEDICAL,5,2,1.2,500,1,2.99,Everyone,Medical,Medical,Medical
2272,MEDICAL,4.1,80,48,5000,1,14.99,Everyone,Medical,Medical,Medical
2273,MEDICAL,3.9,10,378,1000,1,5.99,Everyone,Medical,Medical,Medical
2274,MEDICAL,4.6,156,22,500,1,3.49,Everyone,Medical,Medical,Medical
2275,MEDICAL,4.2,178,4.8,1000,1,0.99,Everyone,Medical,Medical,Medical
2276,MEDICAL,4.4,576,37,5000,1,2.49,Everyone,Medical,Medical,Medical
2277,MEDICAL,4.2,168,25,10000,1,24.99,Everyone,Medical,Medical,Medical
2278,MEDICAL,3.6,25,266,1000,1,10.99,Everyone,Medical,Medical,Medical
2279,MEDICAL,4.5,163,375,10000,1,1.99,Everyone,Medical,Medical,Medical
2280,MEDICAL,0,3,62,100,1,24.99,Everyone,Medical,Medical,Medical
2281,MEDICAL,4.7,25,1.2,1000,1,4.99,Everyone,Medical,Medical,Medical
2282,MEDICAL,4.6,319,37,5000,1,3.99,Everyone,Medical,Medical,Medical
2283,MEDICAL,4.5,133,2.8,10000,1,2.99,Everyone,Medical,Medical,Medical
2284,MEDICAL,4.2,9,95,1000,1,7.49,Everyone,Medical,Medical,Medical
2285,MEDICAL,4.2,74,2.6,1000,1,1.5,Everyone,Medical,Medical,Medical
2286,MEDICAL,4.3,3,4.6,100,1,2.99,Everyone,Medical,Medical,Medical
2287,MEDICAL,4.4,4207,37,50000,1,3.99,Everyone,Medical,Medical,Medical
